text,label
080026 52400,phone
Pahnawa Fashion Hub,name
Clothing store,category
"Pahnawa Fashion Hub, Kara Bazar Rd",address
072505 50182,phone
Maa Durga vastralaya Rama bandh bus stand Aurangabad Bihar,name
Clothing store,category
bus stand,address
082928 63138,phone
Bata Shoe Store,name
Clothing store,category
"Vijay Complex Maharajganj Road, Shubham Rd, near Hotel",address
093343 50164,phone
Rajdhani Cycle Shop,name
Bicycle wholesaler,category
Old GT Rd,address
093047 43946,phone
R.S CUT PIECE CENTRE,name
Clothing store,category
Pathan Toli Rd,address
098308 84855,phone
Arohi Men's Wear,name
Men's clothing store,category
"Ward No 10, Obra - Rafiganj Rd",address
077629 39034,phone
Chandan Fashion Mart,name
Clothing store,category
"QGXQ+CHC, Aurangabad-Rafiganj Rd, near kanchnpur, more",address
070042 59669,phone
Masoom Group's,name
Clothing store,category
"Shop No 10, Jagpati Market, Old GT Rd, near Sadar Hospital",address
094319 78016,phone
Hr Collection,name
Clothing store,category
HR Collection Madarsa Market,address
092635 19148,phone
uttam vastralaya,name
Clothing store,category
Goh dist aurangabad,address
088028 31899,phone
Lee,name
Clothing store,category
"Q929+47P Arib Enterprises, MG Rd",address
099555 48600,phone
Sumit vastralaya and Redemade shop,name
Clothing store,category
near at Durga mandir,address
075620 61711,phone
Shiv Garments,name
Clothing store,category
"Main Market, NH139, near Mata Mandir",address
097737 43422,phone
FABULOUS साड़ी स्टोर,name
Clothing store,category
"P9RJ+GWV, Yamunanagar Rd",address
080832 60333,phone
Lady Beauty innerwear,name
Underwear store,category
"P9XH+V5P, near Dr.nehal clinic",address
070048 46409,phone
Vishal Garments,name
Clothing store,category
V9RF+24J,address
090317 62297,phone
Roma Saree Centre,name
Clothing store,category
Rajpur,address
076540 53281,phone
Rustam Dresses,name
Men's clothing store,category
"Shop no 07, Jagapati Market, near Sadar Hospital",address
074850 01283,phone
Girl's fashion,name
Clothing store,category
"Q929+26R New Area, MG Rd, opp. SUN SHINE PETROL PUMP",address
096505 07148,phone
Amrit Collection,name
Baby store,category
"Masjid Ke Samane, Ramesh Chowk",address
077660 83838,phone
Nagain Vastralay,name
Clothing store,category
Market Under Market,address
099344 33991,phone
S.Collection,name
Men's clothing store,category
"04, Jama Masjid, Old Madarsa Market, Street No. 1",address
079790 27507,phone
StylePlay,name
Clothing store,category
"Old GT Rd, near Gate School",address
095342 08335,phone
NITYA GARMENTS,name
Clothing store,category
New area nabinagar,address
094300 41683,phone
Kurta House,name
Clothing store,category
"Shop no 2, Adhiwakta Sangh Parishar, Near, Ramesh Chowk, opposite Mahakal Temple",address
089697 75397,phone
Surya Garments,name
Clothing store,category
"Farm Par, Madhuram Hotel, near Nh2",address
096208 34726,phone
Rocky Garments,name
Clothing store,category
"New Shop, Main Road",address
099556 99364,phone
Agrawal Stores,name
Furniture store,category
MG Rd,address
079797 21400,phone
RC GARMENTS,name
Clothing store,category
"Q92H+H2J, Nawadih Road, Kali Club, Aurangabad",address
096084 11933,phone
Army & civil store,name
Uniform store,category
"Near police line SHANTI KUNJ Apartment, Karma Rd",address
070048 40373,phone
Kolkata Jeans Corner | Best Jeans Collection In Obra Aurangabad Bihar | Best Jeans Shop In Obra Bihar,name
Clothing store,category
"Main Road, near Kali Mandir",address
083405 95986,phone
New Grand shoe,name
Shoe store,category
"Old GT Rd, near Jama masjid",address
095048 87164,phone
Maa Mundeshwari Sasta khadi Bhandar,name
Clothing store,category
"shop no.13, sbi bank market, Ramesh chowk.parisad bajar Ramesh chowk, Bajar, near SBI bank market",address
087095 55094,phone
Sarojkumar kapda Dukan+ श्रृंगार स्टोर,name
Housing complex,category
R9F6+89F,address
078390 66790,phone
ADARSH FASHION HUB,name
Clothing store,category
"Badem, Japla-Barun Rd",address
083401 46001,phone
Kamla fashion store,name
Garment Exporter,category
"Maheshwari complex, Nabinagar road",address
062065 76376,phone
Fabrico Laundry & Dry Clean,name
Dry cleaner,category
"Q967+2CQ Infront of SBI, Near",address
091429 45047,phone
New Shoe point,name
Shoe store,category
Old GT Rd,address
095762 69192,phone
NEW RAVEENA SHOE GODAM,name
Shoe store,category
P9X9+42R,address
095087 83394,phone
Modern shoe,name
Shoe store,category
Old GT Rd,address
078706 09493,phone
Pooja Cloth And Dresses,name
Clothing store,category
"Shop No. 7-8, Noor Complex, Railway Station Rd, Near MTDC Resorts",address
094233 96537,phone
National medical store,name
Pharmacy,category
"Q92G+6WH, Old GT Rd",address
082526 66205,phone
Popular Medical Hall,name
Pharmacy,category
Q93H+33M,address
080843 71006,phone
Life Line Medical,name
Pharmacy,category
"Gate No -2, Sadar Hospital, Madarsa Road, near Gupta Hall",address
072775 70757,phone
Galaxy medical,name
Medical supply store,category
Old GT Rd,address
090975 03446,phone
PIHU MEDICAL,name
Medical supply store,category
"INFRONT OF AMIT HOTEL, MG Rd, near HDFC BANK ATM",address
087090 93052,phone
विकास मेडिकल हॉल,name
Pharmacy,category
Q94H+32F,address
075468 44336,phone
"""MEDICALWALA""",name
Pharmacy,category
"Ward No. 7, Sanskar Colony, Solanki Bhawan, Gali No. 3, Karma Rd, near WHO Office",address
062877 13300,phone
VAISHALI PHARMACEUTICAL,name
Pharmacy,category
"OLD GT ROAD, Ramesh Chowk, near SADAR HOSPITAL",address
070043 05057,phone
Hind Pharma,name
Pharmacy,category
"Sabji Mandi, opposite Indian Bank, near Nagmatiya Petrol Pump",address
088047 25968,phone
Chandra Brother's Medical Agency,name
Medical supply store,category
"Q929+47P, Erka House, MG Rd, opp. Indian Oil Petrol Pump",address
085409 86311,phone
Shifa Medical Hall,name
Pharmacy,category
"Q92H+543, Old GT Rd",address
095080 11552,phone
ARYAN MEDICAL HALL,name
Pharmacy,category
"Durga Chowk, Satyendra Nagar Rd",address
090609 69514,phone
New city medical hall,name
Store,category
"Karma Rd, near forest Department",address
074886 63847,phone
City pharma,name
Pharmacy,category
"Nawadih Rd, near anjar ali hotel",address
091234 31019,phone
Prakash medical hall,name
Pharmacy,category
"more, near sinha college",address
089692 90052,phone
SURGICAL AND MEDICAL HOUSE,name
Pharmacy,category
Madarssa Rd,address
093085 18897,phone
PRADHAN MANTRI JAN AUSHADHI KENDRA,name
Pharmacy,category
"Naga Bigha Road, near BIKE DOST",address
070042 32178,phone
Aarya medical agency,name
Pharmacy,category
Q928+6J4,address
090974 62255,phone
Continental Medical Agency,name
Medical supply store,category
Priyawarat path,address
094312 23769,phone
Waris Medical Hall,name
Pharmacy,category
"Q94H+W62, Nawadih Rd",address
082719 52991,phone
Prasidh medical agency,name
Pharmacy,category
Surya mandir road,address
084349 03738,phone
Shivam Medical Agency,name
Pharmacy,category
Q929+9JF,address
091621 04913,phone
Ujjwal Medical,name
Pharmacy,category
"Yamunanagar Yamunanagar, near Nh2",address
091553 03810,phone
VIKASH MEDICAL STORE,name
Pharmacy,category
"P9RP+HP2, Main Road Pipardih",address
088091 64180,phone
Shakeel Medical & General Store,name
Pharmacy,category
City Chowk Rd,address
098601 03528,phone
Pradhan Mantri Jan Aushadhi Kendra,name
Pharmacy,category
"Gayatri Nagar, Mission School Road, opp. Gayatri Mandir",address
099341 02803,phone
NEW Harsh Medical 24x7 BRANCH 7,name
Pharmacy,category
Kranti Chowk Police Station Rd,address
084217 52350,phone
Netmeds Pharmacy,name
Pharmacy,category
"SMART Point, Police Line, opp. Maharana Pratap Nagar",address
093245 02894,phone
Jaya medical Hall,name
Pharmacy,category
P9W6+4HV,address
099398 67231,phone
Royal Surgical,name
Pharmacy,category
"Old GT Rd, near Gupta Mini Theater",address
095720 75812,phone
Megha Medical Hall,name
Pharmacy,category
"Baratpur, Aurangabad, NH-2, Grand Trunk Road, Aurangabad",address
087578 78030,phone
Vaishnavi pharma,name
Pharmacy,category
"L Singh Tower, Old GT Road, Near, Yamunanagar Rd",address
091226 66476,phone
Appolo Medical,name
Pharmacy,category
"Gate No 8, Deo Mandi",address
084344 78092,phone
Balaji Medical Stores,name
Pharmacy,category
"Shop No.1,Plot No.4,4-18-34, 203, Jawahar Colony Rd",address
080874 81025,phone
Agrawal Medical Hall,name
Pharmacy,category
Q92C+RWQ,address
099349 41413,phone
Shyam Kunj Healthcare & Diagnostics Centre | Clinic near me | Bela | Bihar,name
Medical clinic,category
"Street No.5, Srivastava Ji Residence, 03/359, Umesh Path",address
080 4482 7208,phone
न्यू भारत मेडिकल हॉल,name
Pharmacy,category
"Q979+H4G, Karma Rd",address
099349 05690,phone
Dr. Ram kalyan singh,name
Medical clinic,category
"near, Anugrah nagar",address
087099 48775,phone
न्यू पॉपुलर मेडिकल हॉल,name
Pharmacy,category
"Q92G+6WP, Old GT Rd",address
095723 49192,phone
USHA VACCINE,name
Medical Center,category
P9XC+HXW New area,address
093342 24983,phone
न्यू माँ मेडिकल हॉल,name
Pharmacy,category
"Q92G+7W6, Old GT Rd",address
079090 28523,phone
लाईफ मेडिकल हॉल,name
Pharmacy,category
"P9WF+HM9, Tikri Rd",address
074886 46423,phone
Samarth Medicos,name
Wholesale drugstore,category
"Hotel US Residency, MG Rd, near V Mart",address
091701 23345,phone
Gayatri Medical And General Stores,name
Pharmacy,category
"Devpriya, 4, Bhanudas Sabhahgrah Railway Station Rd",address
098906 78967,phone
Shambhavi Furnishers,name
Furniture store,category
Old GT Rd,address
076678 16461,phone
Royal furnishing,name
Curtain store,category
"Regnable Tower, Shivaji Nagar Rd, near janki hotel",address
094222 10787,phone
Nikki ply house,name
Home goods store,category
behind Nagar thana,address
098520 69302,phone
CURTAIN WORLD,name
Furniture store,category
"18 EAST S B, Saeeda Colony Rd",address
0240 232 0420,phone
Croma - Old GT Road - Aurangabad,name
Electronics store,category
"Ground Floor, Old GT Rd",address
093118 41437,phone
Maa Electronics,name
Electronics store,category
"Old GT Rd, near Jama Masjid",address
090972 24305,phone
Shri Balaji Enterprises,name
Electronics store,category
Karma Rd,address
098313 63298,phone
Singhal Enterprises,name
Electronics store,category
"Q929+XG7, Naga Bigha Road",address
093347 06796,phone
Bharat Shoppe,name
Electronics store,category
Old GT Rd,address
099735 30199,phone
"Mobile Solution (Mobile Phone , Vivo mobile exclusive & all brand mobile shop",name
Electronics store,category
"Shop No 56, Parishad Bazar Building, Old GT Rd",address
088822 25804,phone
J.M.D ENTERPRISES,name
Electronics store,category
"Q94F+6FX, Club Rd",address
091999 99450,phone
TIME CENTER,name
Electronics store,category
"Opt.Hotel, Naaz Complex, Old GT Rd, near Jama Masjid",address
089692 61011,phone
HP World - Aurangabad,name
Computer store,category
"Shop No 1, MG Rd",address
086575 88802,phone
R BAZAAR-Furniture and Electronics Store Aurangabad,name
Furniture store,category
"Ward No-1, Jasoiya More, Grand Trunk Rd",address
093349 15282,phone
Sri Laxmi Mobile -JioMart Digital Partner,name
Electronics store,category
37,address
095080 97100,phone
J P Electricals,name
Electrical supply store,category
"Daltonganj, Road, opposite MRF Tyres Showroom",address
099390 17071,phone
YASH COMPUTER,name
Computer store,category
"MG ROAD , ANNAPURNA HOTEL, APOJIT AXIS BANK",address
090971 98198,phone
Satyam Computers -Best Dell /Lenovo/HP/Asus Laptop Dealer & Accessories Dealer in Aurangabad Bihar,name
Computer store,category
"Kumar Badri Narayan Market, Ramesh Chowk",address
099556 55519,phone
Samsung Experience Store - Mobile Terminal - MG Road,name
Electronics store,category
"Ground Floor, MG Rd, near Kunda House",address
090973 88829,phone
"Dell Exclusive Store - Aurangabad, Bihar",name
Computer store,category
"Shop No-02, Mahatma Gandhi Market, Old GT Rd, opp. Sadar Hospital",address
089299 37978,phone
Havell's Showroom,name
Electronics store,category
P9W6+F8G,address
099732 04055,phone
G.L. ENTERPRISES,name
Electronics store,category
Ward Number 25,address
077798 45956,phone
Mistry ji (Appliances service center),name
Air conditioning repair service,category
"bus stand, near ramabandh",address
070425 06577,phone
Baba Electric Work Shop,name
Electronics repair shop,category
Madarsa Road,address
093047 94522,phone
Ayush cctv and security system,name
Electronics store,category
Q939+H5R,address
095084 58339,phone
LG Best Shop - SRI SATYA SAI ENTERPRISES,name
Electronics Company,category
"LG SHOPPE NEAR GT ROAD , BY-PASS CHOWK M, Grand Trunk Rd",address
094716 94309,phone
Hi-Tech Computer,name
Computer store,category
"Hi-Tech Computer, Old GT Rd, near Post Office",address
099318 53465,phone
Sharma Computer & Typing Institute,name
Institute of technology,category
"Q96F+CV2, Nawadih Bigha Rd",address
072504 41587,phone
National Electric,name
Electrical supply store,category
"National Electric, Old Madarsa Market",address
099342 64344,phone
FREEZE WORLD,name
Air conditioning store,category
"HALL AURANGABAD, MADARSHA ROAD, near Gupta Mini Theater",address
090972 71510,phone
Balaji Electronics,name
Electronics store,category
"Sarafa, Road, City Chowk Rd, opp. Karishma Cloth, near Khadi Bhandar",address
094216 62167,phone
MAA TARINI ENTERPRISES,name
Electronics store,category
Surya Mandir Road,address
062018 64966,phone
Samsung Experience Store - Shri Satya Sai Telecom - Ramesh Chowk,name
Electronics store,category
"Shop No 66, Parishad Bazar, Ramesh Chowk, opposite Hotel Geetika",address
079797 05517,phone
Mahadeva Electricals,name
Electrical supply store,category
"Opposite Of Shiv Mandir , Old Bijli Office ,Karma Road",address
099059 86353,phone
Godrej Inspire Hub,name
Electronics store,category
"Ground Floor, Old GT Rd, near Jama Masjid",address
094318 42605,phone
PRATIK DIGITAL WORLD,name
Electronics store,category
"UNDERGROUND FLOOR AND 1ST FLOOR RAJA BANSILAL MARKET, Railway Station Rd, opp. GINGER HOTEL, beside TAPADIYA DIAGNOSTIC CENTER",address
099230 18287,phone
AToZ solutions point,name
Camera store,category
"shiv mandir, Nawadih Bigha Rd",address
082989 40402,phone
Prince Watch -JioMart Digital,name
Electronics store,category
"Gram Purani Dharmshala, 4, Nabinagar Rd",address
095729 52637,phone
Ujjawal Enterprises,name
Camera store,category
Kshatriya Nagar,address
095049 10233,phone
Sri Ganesh Digital Studio,name
Photo shop,category
Madarssa Rd,address
094312 02740,phone
MAA DURGA COMPUTER,name
Computer store,category
"Q929+556, MG Rd",address
099349 35833,phone
Shiv Shakti Chulha Ghar,name
Kitchen supply store,category
"Ward no 24, Dharamshala Rd, near durga mandir",address
074883 62231,phone
Computer Concept,name
Computer accessories store,category
"Radha Complex, MG Rd",address
094318 30564,phone
Ganpati Stylish Modular Kitchen,name
Kitchen supply store,category
Raghunandan Colony Rd,address
082942 88439,phone
Lapcare,name
Computer accessories store,category
"Shop No 33, 1st Floor, Madarsa Market, near Jama Masjid",address
098528 26686,phone
Livguard - Maa Maihar Battery And Electronics,name
Battery Store,category
"Ground Floor, MG Rd",address
074808 37007,phone
Maa Durga Electric,name
Electronics store,category
"Dharamshala, Dharamshala Rd",address
072775 12652,phone
PINTU MOBILE,name
Mobile phone repair shop,category
"P9VH FCR, SHAHPUR AKHADA",address
062057 38401,phone
PARASNATH ENTERPRISES,name
Computer support and services,category
"JAIN MANDIR ROAD, near Ramesh Chowk",address
077819 03591,phone
Divyanah Digital Studio,name
Computer store,category
"Opposed Mahakal Mandir, Jail Road",address
093080 43854,phone
Komaki Bike Aurangabad,name
Electronics store,category
Q945+PH8,address
087096 79272,phone
Food Corner,name
Computer store,category
"Yamunanagar Rd, near Payal Jwellers",address
062013 19036,phone
Bharat Electricals,name
Electronics store,category
Munshi Mohalla Nawada Road 7 Star cable network,address
099589 73007,phone
Krish. Enterprises,name
Electronics store,category
"Q927+5RG, Unnamed Road",address
098010 88995,phone
Rambriksh Kumar,name
Computer store,category
near Karma Bhagwan,address
091620 74726,phone
Apna Internet Cafe & Stationery,name
Internet cafe,category
"RAM RAJYA NAGAR, ROAD, near JCV KIDS SCHOOL",address
070117 90725,phone
Bajaj Enterprises,name
Electrical & Electronics Stores,category
New Gulmandi Rd,address
098819 12688,phone
Abhishek Enterprises & Digital,name
GPS supplier,category
"Court Compound, C/o Abhishek Photo State, Jail Road, near Collectorate",address
094730 13242,phone
Kalami Computers & Mobiles,name
Computer store,category
Q92G+R94,address
085075 14676,phone
Vijay Sales - KHARGHAR PATEL HERITAGE,name
Electronics store,category
"Shop No 28 to 17, Patel Heritage, Plot No 15",address
022 6946 1100,phone
ALLIANCE ELECTRICAL & ELECTRONICS,name
Electronics store,category
"P9V9+W2P, Tikri Rd",address
095257 46264,phone
Shiv Shakti Computer Press,name
Computer store,category
Rajpur,address
092796 54109,phone
HUNNY ELECTRIC AND ELECTRONIC,name
Electronics store,category
"BRAMHARSHI CKOWK AHARI, Hanuman Temple Rd",address
082354 32602,phone
Aradhya Electric,name
Electronics store,category
Shahpur Akhara Dharamshala Road,address
093860 08626,phone
Rajesh Kumar -JioMart Digital Partner,name
Electronics store,category
"Ward No 26, 1, Yamunanagar Rd, near Akhara",address
070046 02249,phone
Aditya Cyber Cafe,name
Electronics store,category
Q97F+F7Q,address
085418 86541,phone
VIKRANT ENTERPRISES & ELECTRONICS,name
Electronics store,category
"P9XH+PPC, Old GT Rd",address
082717 83333,phone
CITY MART.,name
Grocery store,category
P9RJ+FGV,address
091223 63939,phone
Aradhya Mart,name
Supermarket,category
"P9XC+Q55, Yodha Marg",address
082716 77409,phone
Grihini Anand Mart,name
Indian grocery store,category
Club Rd,address
099349 40061,phone
Six to ten store,name
Indian grocery store,category
Bajrang dal office,address
091109 09042,phone
Kapil Kirana Store,name
Supermarket,category
"Q979+X4H, Karma Rd",address
082928 62000,phone
Jai Mata Di Store,name
Grocery store,category
"P9WH+QW3, Dharamshala Rd",address
097082 66148,phone
Lucky General And Grocery Store,name
Grocery store,category
"006-0147, Surya Mandir Road, near Kali Badi Mandir",address
094306 10267,phone
BANARSI KIRANA STORE & DRY FRUIT BHANDAR,name
Indian grocery store,category
"Old GT Rd, near hotel Royal & sabji mandi",address
079033 90147,phone
Hari Tower,name
Grocery store,category
"P9WP+5WW, east of Adari river, near maa mangla automobile",address
094702 73448,phone
up to date teilors new market nawadih road aurabgabad,name
Supermarket,category
"Q92H+P33, Pachrukhia-Phesar-Aurangabad Rd",address
099390 33161,phone
Bol Bam kirana and general store,name
Indian grocery store,category
"ward no 29, Dr, Old GT Rd",address
070044 18133,phone
Balaji dipartmental store,name
Grocery delivery service,category
road,address
077177 82832,phone
Vishnu Enterprises,name
Grocery store,category
"Vishnu Enterprises, Nh2, near Faram",address
098524 56725,phone
Bharat Jeneral Store,name
General store,category
near Pokhra,address
095047 26089,phone
Dehati Kirana And General Store,name
Grocery store,category
"bus stand, Aurangabad",address
097989 38971,phone
Suvidha A Departmental Store,name
Shopping mall,category
"Gaurav Market, Maharajganj- Aurangabad Rd Mahatma Gandhi Nagar, MG Rd",address
073196 99422,phone
Sarthak Grocery General and confectionery,name
Indian grocery store,category
"Grand Trunk Rd, near VAISHNAVI HEIGHT HOTEL",address
098012 59814,phone
AR. AGENCY,name
Grocery store,category
"Radha Rani Puja Bhandar, Yamunanagar Rd, near VAV School",address
070617 25701,phone
Alok Chaudhary Fish Center,name
Grocery store,category
"Q92M MHM111, Old GT Rd",address
078578 40957,phone
Mehta Kirana Store,name
Grocery store,category
"Road, near Shiv Mandir",address
082289 85344,phone
Suvidha,name
Supermarket,category
"Gaurav Market,near Pahnwa MG Road, Ramesh Chowk",address
082990 70794,phone
MAGADH KIRANA STORE,name
Grocery store,category
Nawadih Rd,address
090974 37847,phone
Patna Radium,name
Grocery store,category
"court compound, Old GT Rd",address
088773 83833,phone
New Glass Centre,name
Grocery store,category
"New Glass Centre, G T Road, near Jama Masjid",address
082108 60836,phone
Sohrai Saw Jadi-buti and Kirana Dukaan,name
Indian grocery store,category
"road, near Ram Janki thakurbadi",address
099349 17604,phone
Gupta super Mart,name
Store,category
"P9WQ+33Q, Old GT Rd",address
090315 08620,phone
Ak General Store,name
Wholesaler,category
"Andar Bazar, near Masjid",address
099051 94051,phone
NIKHIL Kr SHARMA BDM,name
Supermarket,category
"Vill bhetaniyan po indrar ps pauthoo, ds",address
074796 99887,phone
Grocery,name
Grocery store,category
"Q93H+233, Nawadih Rd",address
090974 37847,phone
Kirana Store,name
General store,category
All In One General Store,address
077619 34264,phone
Shri Ram super mart,name
Grocery store,category
"P9WR+H2P, Aurangabad-Rafiganj Rd",address
095462 97562,phone
Patanjali Arogya Kendra,name
Indian grocery store,category
"Ward No 7, Thana Rd, near Surya Mandir",address
082715 63317,phone
SMART CHOICE NATIONAL MARKET,name
Grocery store,category
"Q92G+9VX, Old GT Rd",address
087897 26845,phone
Gauri Shankar,name
Grocery store,category
33,address
088778 31660,phone
Public Demand,name
Grocery store,category
Q93H+H3G,address
072774 20980,phone
Grocery And Puja Shop,name
Grocery store,category
"Budha Mahadev Mandir, Aaurangabad, Aurangabad, NH-2, Bagaha Dhala Road",address
089697 18825,phone
Siddhi vinayak super Mega Mart,name
Indian grocery store,category
"Mg road, near D A V SCHOOL",address
062012 32093,phone
Prabhat Chana Shop,name
Grocery store,category
"Ramesh Chowk, near Gail",address
099314 73038,phone
Vivek General Store,name
Grocery store,category
Gaga AP Colony,address
099734 88456,phone
Omprakash Vegetable Shop,name
Grocery store,category
Yadav Collage Road,address
090150 93834,phone
Pradip aalu dhala,name
Grocery store,category
"shop 78, new, main road, near Post Office Road",address
090974 77077,phone
Ranvijay Saw,name
Grocery store,category
"New Shop, Main Road, near Auragabad",address
075639 83380,phone
Priyanka Ladies Mart,name
Grocery store,category
"Q979+JMX, करमा रोड़ बी इन्दिओ स्कूल के बगल में",address
082108 18117,phone
Satish General Store,name
Grocery store,category
near Sinha College,address
091172 79674,phone
Shreeja,name
Grocery store,category
"Anjana Niwas Diwakar Colony, Gali No- 1, Shri Krishna Nagar, Ahri Rd",address
087894 35727,phone
अभिषेक किराना स्टोर,name
Grocery store,category
"Q93F+473, MG Rd",address
094316 78455,phone
Paradise Furniture Mart,name
Furniture store,category
"Q945+QWQ, Satyendra Nagar Rd",address
06186 466 259,phone
ZEBA ALMIRA & FURNITURE,name
Furniture store,category
"Dharamsala More, Old GT Rd, near Choti Masjid SBI Bank",address
072578 19956,phone
Nandan Almirah & Furniture,name
Furniture store,category
Karma Rd,address
090972 55659,phone
Damro furniture,name
Store,category
MG Rd,address
1800 425 1122,phone
Gadda and Rajai mahal,name
Furniture store,category
"Q92C+JGM, MG Rd",address
097716 44534,phone
Godrej Interio - Neha Enterprises,name
Furniture store,category
Q957+GVR,address
099349 09812,phone
"Shambu Furniture Works (Green,Silicon Ply)",name
Lumber store,category
near Gandhi Maidan,address
096611 96144,phone
Shiv Furniture,name
Furniture store,category
"E-15,/13,MIDC Industrial Area Near Prozone Mall, Chilkalthana",address
099238 07770,phone
Nilkamal Sleep - Gaya Road,name
Mattress store,category
"Ground Floor, Gaya Road, near Over Bridge",address
070041 30471,phone
"Pepperfry Home Furniture, Mattress & Decor Shop in Town Centre, Chh. Sambhaji Nagar",name
Furniture store,category
"Shop 1/2, Plot No - 76, C1/2, N1 Rd, behind Inox Tapadiya Cinema",address
080 3750 0412,phone
Sharma furniture work shop,name
Furniture wholesaler,category
"Station Rd, near railway ticket counter",address
079799 35706,phone
Saraswati Enterprises (Ply house),name
Plywood supplier,category
"Karma mode, Gol Ghar",address
072558 55553,phone
Maa kali furniture shop,name
Furniture maker,category
"Q99P+Q7Q, Pachrukhia-Phesar-Aurangabad Rd",address
087896 78063,phone
Balajee furniture,name
Furniture accessories,category
Maharajganj amba road,address
099555 21372,phone
Aadvika General Store,name
General store,category
"W.No-33, 123, Gandhi Nagar Rd",address
088092 32218,phone
Surya General Store,name
General store,category
"Sai Mandir, Club Rd, near Sai Mandir",address
096258 19158,phone
Nehal General Store,name
Store,category
Ali nagar,address
090311 75254,phone
Quality corner,name
General store,category
"Q92C+G7W, MG Rd",address
091223 99248,phone
MAA SERVESWARI KIRANA AND GALLA BHANDAR,name
General store,category
"Prajapati Singh Path, Yodha Marg",address
091625 28469,phone
Man Pasand Kirana & General Stores,name
General store,category
"WARD NO -33,GANDHI NAGAR,NORTH COAL COLONY KE SAMNE",address
099310 76856,phone
Ritik Thanda And General Store,name
General store,category
in front of Indian Bank,address
072776 60967,phone
sudhir kirana store,name
General store,category
P9V9+7H7,address
099555 31231,phone
PRAKASH INDIA GENERAL STORE,name
General store,category
near OM CHOWK,address
080843 91851,phone
Shailendra Kumar,name
General store,category
East of Shiv Mandir,address
091222 06895,phone
D K GENERAL STORE,name
Sweet shop,category
Chankap Bhawan,address
099731 05038,phone
Paras Kirana General Store,name
General store,category
"Q979+923, Karma Rd",address
080838 60936,phone
shiv Guru general stor,name
General store,category
"Old GT Rd, MG Rd",address
089870 33320,phone
Niranjan Kumar,name
General store,category
"New Shop, Main Road, near Ramesh Chauk",address
077640 59519,phone
Maa Saraswati General Store,name
General store,category
"Shahpur Shahpur, near Yadav College",address
062051 64105,phone
Pari General Store,name
General store,category
"New Shop, MG Rd, near Aurangabad",address
089690 05452,phone
Zamzam Multistore,name
General store,category
"House No 204 Islamtoli, near Moti sonar",address
074881 91729,phone
Zila Top Lassi and Cold Drink Shop,name
General store,category
P9XH+X93,address
077395 50969,phone
Mohan Saw,name
General store,category
"New, Shop6864 Main Road",address
077620 20566,phone
Tanya Enterprises,name
General store,category
"Front Of Hotel Amit, MG Rd, near Dr Rajiv Kumar",address
079031 11621,phone
Subodh Kumar Singh,name
General store,category
"Sinha College, near Hostel",address
085408 13912,phone
Prem General Store,name
General store,category
"Deohara Deohara, Bharthauli, near Deohara",address
088665 26606,phone
Raju General Store,name
General store,category
"10, Bazaar, near Vegetable Market",address
098526 98168,phone
Bablu Genral Store,name
General store,category
139,address
089690 92682,phone
AJIT GENERAL STORE,name
General store,category
Kutumba - Hariharganj Rd,address
062010 16945,phone
Umashankar Jeneral Store,name
General store,category
near Pnb,address
082103 71986,phone
Shree Ram General Store,name
Supermarket,category
Pax godam Pranpur,address
080837 15040,phone
Raju Mill,name
General store,category
"Aurangabad Main Bazar Road, College Road, near Sinha College Sinha",address
097087 28125,phone
Som Colddrink,name
General store,category
"New Shop, Main Rd",address
095343 41249,phone
Rimjhim Sringar Store,name
General store,category
"Gaya Road, Road",address
096686 68373,phone
Bihar Fresh dairy,name
General store,category
"Tikri Rd, opposite VAV Public School",address
087097 04797,phone
RAJU PRASAD KIRANA DUKAN,name
General store,category
"Basdiha Kala, Road",address
091100 49268,phone
Suraj kirana AVN general Store,name
General store,category
"gali no 6, home guards campus, Yamunanagar Rd",address
093417 20451,phone
Aditya Kumar,name
General store,category
"Hariom Genral Store, Jay Prakash Nagar, Karma Rd",address
077838 70307,phone
Chhotu Kirana Store,name
General store,category
"Airtel Tawar KARIYAWAN, KARIYAWAN, MAHUA Dham Road",address
097987 20943,phone
Bismillah Crockery and Gifts. - Best crockery and Gift Store,name
Gift shop,category
andar bazar,address
080022 04916,phone
Shree Balajee Metals (Bartan Dukan),name
Countertop store,category
MG Rd,address
079790 31504,phone
Ohm bartan ghar,name
Countertop store,category
"P9XH+PPC, Old GT Rd",address
098010 34635,phone
Shree Kitchen King,name
Countertop store,category
"Infront of sahitya sarovar, Old GT Rd",address
078702 76464,phone
RO water purifier service,name
Store,category
"Kali Calb, Nawadih Rd",address
073200 02626,phone
Ro service technician,name
Water Filter Supplier,category
Q95G+WVJ,address
089694 45698,phone
Lalan Singh Gas Dukan,name
Gas shop,category
"Shop no 13, Gitika hotel, Badrinayan Market, Front of pani tanki, Ramesh Chowk",address
095087 95686,phone
My Jio Store,name
Cell phone store,category
"New area, Mahesh Academy, MG Rd",address
090827 06765,phone
(Quadri book House )(all islamic callection and all stationery collection),name
Stationery store,category
"more, Mohalla Pathan toli masjid, near Tikri Road",address
070700 59880,phone
Star Book And Stationery Shop,name
Book store,category
"Basant complex and marriage hall, Tikri Rd",address
072960 76736,phone
Gupta Book Depot,name
Stationery store,category
"Gupta Book Depot, Old GT Rd",address
070042 35990,phone
Shyam pustak bhandar aurangabad bihar,name
